log_id,user_id,tool_id,session_date,session_duration_minutes,prompts_per_session,prompt_category,device_type,satisfaction_score,tokens_used
LOG0007976,USR01182,TOOL001,2025-01-03 00:00:00.000000,88.0,44.0,N/A,Other,,7503.0
LOG0010780,USR00810,TOOL008,2023-11-05 00:00:00.000000,107.0,22.0,Productivity,Web Browser,6,804.0
LOG0010710,USR00247,TOOL007,2024-07-08 00:00:00.000000,-24.0,37.0,CODE ASSISTANT,Web Browser,0,565.0
LOG0024581,USR01469,TOOL003,2024-07-16 00:00:00.000000,57.0,23.0,Video Generation,Tablet,2,5634.0
LOG0024396,USR00311,TOOL002,2024-05-04 00:00:00.000000,97.0,34.0,N/A,Web Browser,0,354.0
LOG0020675,USR02437,TOOL011,2024-11-17 00:00:00.000000,70.0,-2.0,Search & Research,Tablet,-1,5095.0
LOG0001641,USR00524,TOOL012,2025-01-28 00:00:00.000000,95.0,25.0,Search & Research,,3,6777.0
LOG0004346,USR01071,TOOL001,2023-09-11 00:00:00.000000,56.0,16.0,text generation,Tablet,N/A,4884.0
LOG0004018,USR00137,TOOL008,2024-03-08 00:00:00.000000,102.0,32.0,Search & Research,N/A,2,5502.0
LOG0006562,USR01580,TOOL002,2023-03-10 00:00:00.000000,76.0,18.0,,Desktop,,3050.0
LOG0012729,USR00477,TOOL005,2024-12-06 00:00:00.000000,11.0,9.0,Productivity,Mobile,N/A,1328.0
LOG0009340,USR02345,TOOL005,2023-07-31 00:00:00.000000,119.0,18.0,Other,N/A,-1,6244.0
LOG0003668,USR00018,TOOL010,2023-10-24 00:00:00.000000,100.0,16.0,Code Assistant,tablet,-1,1313.0
LOG0006155,USR00758,TOOL004,2024-01-18 00:00:00.000000,50.0,45.0,Other,Mobile,5,682.0
LOG0011201,USR01063,TOOL004,2023-03-10 00:00:00.000000,79.0,8.0,N/A,N/A,2,1015.0
LOG0017186,USR00637,TOOL002,2024-02-27 00:00:00.000000,44.0,42.0,Search & Research,,0,7737.0
LOG0020572,USR00804,TOOL011,2023-05-07 00:00:00.000000,113.0,35.0,Code Assistant,Tablet,6,2205.0
LOG0001276,USR02205,TOOL003,2024-11-27 00:00:00.000000,14.0,7.0,Other,DESKTOP,3,6936.0
LOG0005713,USR02761,TOOL005,2024-06-18 00:00:00.000000,60.0,17.0,Productivity,tablet,2,2239.0
LOG0022856,USR00185,TOOL012,2024-01-28 00:00:00.000000,59.0,28.0,Text Generation,Web Browser,5,7334.0
LOG0001982,USR00347,TOOL011,2023-06-29 00:00:00.000000,69.0,9.0,Image Generation,tablet,2,4227.0
LOG0005995,USR01978,TOOL007,2023-07-30 00:00:00.000000,53.0,12.0,Image Generation,DESKTOP,6,3111.0
LOG0019952,USR00468,TOOL002,2025-01-22 00:00:00.000000,49.0,26.0,Image Generation,Web Browser,-1,1114.0
LOG0003220,USR00317,TOOL002,2023-10-30 00:00:00.000000,38.0,35.0,Text Generation,Mobile,N/A,4342.0
LOG0003645,USR02922,TOOL005,,70.0,29.0,text generation,Desktop,3,
LOG0004542,USR02303,TOOL001,2024-01-06 00:00:00.000000,47.0,34.0,text generation,tablet,,6754.0
LOG0014291,USR00348,TOOL003,2023-01-05 00:00:00.000000,77.0,4.0,Other,N/A,N/A,786.0
LOG0007540,USR02152,TOOL001,2023-04-28 00:00:00.000000,16.0,32.0,Video Generation,N/A,4,435.0
LOG0021118,USR02265,TOOL405,2023-01-01 00:00:00.000000,60.0,34.0,N/A,DESKTOP,1,5473.0
LOG0013545,USR00938,TOOL001,2024-03-31 00:00:00.000000,64.0,9.0,Code Assistant,,3,4676.0
LOG0006437,USR01718,TOOL009,2024-08-22 00:00:00.000000,73.0,47.0,,Web Browser,,2045.0
LOG0010157,USR00426,TOOL003,2024-12-16 00:00:00.000000,103.0,40.0,Image Generation,Tablet,4,5593.0
LOG0000045,USR01895,TOOL006,2024-08-24 00:00:00.000000,98.0,7.0,CODE ASSISTANT,tablet,4,6359.0
LOG0009076,USR00555,TOOL010,2023-04-12 00:00:00.000000,24.0,43.0,Productivity,tablet,6,4599.0
LOG0003156,USR00628,TOOL003,2023-04-22 00:00:00.000000,116.0,15.0,Code Assistant,,1,1758.0
LOG0005599,USR01632,TOOL004,2023-11-01 00:00:00.000000,53.0,9.0,Other,Tablet,5,2681.0
LOG0010578,USR01871,TOOL011,2023-08-20 00:00:00.000000,1.0,20.0,Code Assistant,DESKTOP,0,1545.0
LOG0014038,USR01111,TOOL008,,45.0,50.0,Other,Tablet,N/A,4184.0
LOG0011562,USR02508,TOOL010,2023-10-10 00:00:00.000000,-13.0,,,N/A,2,6968.0
LOG0016427,USR00481,TOOL001,2024-01-27 00:00:00.000000,86.0,38.0,Code Assistant,,5,7918.0
LOG0003036,USR02984,TOOL012,2023-05-20 00:00:00.000000,50.0,37.0,Text Generation,Tablet,5,854.0
LOG0023456,USR02880,TOOL006,2024-02-19 00:00:00.000000,81.0,,text generation,Web Browser,N/A,7028.0
LOG0016070,USR00767,TOOL003,2024-04-04 00:00:00.000000,44.0,11.0,Video Generation,,0,270.0
LOG0002214,USR02176,TOOL010,2023-04-20 00:00:00.000000,52.0,36.0,,DESKTOP,,1088.0
LOG0005453,USR02366,TOOL012,2023-11-23 00:00:00.000000,8.0,13.0,Productivity,,N/A,3570.0
LOG0015409,USR00837,TOOL012,2024-01-22 00:00:00.000000,71.0,22.0,Text Generation,Desktop,-1,3021.0
LOG0006553,USR01955,TOOL003,2023-01-10 00:00:00.000000,43.0,16.0,CODE ASSISTANT,,0,6054.0
LOG0006538,USR01329,TOOL001,2024-02-21 00:00:00.000000,,24.0,Other,N/A,N/A,3475.0
LOG0017278,USR01600,TOOL012,2023-11-10 00:00:00.000000,7189.0,21.0,CODE ASSISTANT,Tablet,,4801.0
LOG0004452,USR01555,TOOL006,2024-09-28 00:00:00.000000,58.0,31.0,Search & Research,Mobile,,4845.0
LOG0010468,USR02417,TOOL001,2026-09-16 02:05:25.279409,115.0,7.0,text generation,N/A,,5241.0
LOG0014600,USR02500,TOOL002,2024-02-16 00:00:00.000000,115.0,36.0,N/A,tablet,2,6963.0
LOG0017629,USR99802,TOOL003,2023-01-22 00:00:00.000000,40.0,6.0,Video Generation,Web Browser,2,703.0
LOG0020137,USR00116,TOOL006,2024-11-16 00:00:00.000000,93.0,1.0,Text Generation,DESKTOP,-1,939.0
LOG0004501,USR00077,TOOL001,2024-05-17 00:00:00.000000,2.0,40.0,Search & Research,Tablet,6,3453.0
LOG0007390,USR02338,TOOL007,2024-05-03 00:00:00.000000,73.0,45.0,,DESKTOP,0,686.0
LOG0018338,USR01740,TOOL003,2024-08-02 00:00:00.000000,56.0,14.0,text generation,Desktop,1,
LOG0006785,USR02244,TOOL003,2023-02-05 00:00:00.000000,41.0,2.0,,tablet,2,992.0
LOG0013148,USR02744,TOOL009,2024-01-07 00:00:00.000000,24.0,32.0,,Other,2,2366.0
LOG0022435,USR02739,TOOL008,2024-12-09 00:00:00.000000,26.0,17.0,Search & Research,Desktop,6,3903.0
LOG0022431,USR01313,TOOL010,2025-01-18 00:00:00.000000,74.0,43.0,Other,Tablet,2,
LOG0014303,USR00444,TOOL001,2024-05-23 00:00:00.000000,7.0,33.0,Image Generation,tablet,2,2616.0
LOG0022728,USR00069,TOOL010,2023-02-10 00:00:00.000000,110.0,5.0,Image Generation,,-1,1925.0
LOG0007164,USR99400,TOOL004,2024-09-14 00:00:00.000000,9.0,50.0,Search & Research,N/A,0,5585.0
LOG0018136,USR02517,TOOL012,2023-11-25 00:00:00.000000,102.0,6.0,N/A,Web Browser,,5593.0
LOG0016698,USR02031,TOOL006,2024-12-01 00:00:00.000000,,2.0,,Other,-1,5548.0
LOG0006420,USR02876,TOOL001,2023-01-12 00:00:00.000000,72.0,16.0,,mobile,0,3039.0
LOG0003674,USR01025,TOOL006,2024-01-17 00:00:00.000000,77.0,45.0,Productivity,Web Browser,3,2100.0
LOG0004087,USR01740,TOOL010,2023-08-31 00:00:00.000000,19.0,31.0,text generation,,1,7373.0
LOG0009775,USR02496,TOOL009,2023-08-21 00:00:00.000000,77.0,10.0,Search & Research,Mobile,0,5831.0
LOG0002792,USR00223,TOOL005,2023-12-28 00:00:00.000000,108.0,34.0,,DESKTOP,N/A,2879.0
LOG0014883,USR01882,TOOL002,2023-10-07 00:00:00.000000,111.0,45.0,Productivity,tablet,4,3751.0
LOG0002801,USR02938,TOOL003,2023-06-01 00:00:00.000000,51.0,10.0,Image Generation,tablet,,2635.0
LOG0024404,USR02575,TOOL007,,105.0,13.0,Video Generation,Other,1,4813.0
LOG0016448,USR00573,TOOL002,2023-05-28 00:00:00.000000,86.0,26.0,Image Generation,mobile,,2822.0
LOG0003844,USR02112,TOOL002,2024-04-07 00:00:00.000000,67.0,41.0,Video Generation,Web Browser,-1,463.0
LOG0011679,USR00786,TOOL004,2023-10-04 00:00:00.000000,25.0,2.0,,Tablet,0,3101.0
LOG0018781,USR01302,TOOL004,2023-04-10 00:00:00.000000,80.0,22.0,Other,,6,7931.0
LOG0007962,USR02161,TOOL006,2024-07-27 00:00:00.000000,23.0,6.0,Text Generation,Desktop,1,217.0
LOG0004869,USR01776,TOOL006,2024-12-10 00:00:00.000000,39.0,47.0,Productivity,,-1,5158.0
LOG0009645,USR02777,TOOL001,2023-11-27 00:00:00.000000,57.0,2.0,text generation,Desktop,1,3443.0
LOG0024464,USR02517,TOOL001,2023-07-02 00:00:00.000000,72.0,,Other,Web Browser,3,2448.0
LOG0010517,USR02885,TOOL303,2023-08-14 00:00:00.000000,70.0,7.0,Text Generation,mobile,4,1413.0
LOG0012339,USR01299,TOOL009,2025-01-30 00:00:00.000000,99.0,11.0,Code Assistant,Web Browser,1,4705.0
LOG0019579,USR01295,TOOL003,2024-02-28 00:00:00.000000,116.0,13.0,Video Generation,Desktop,6,998.0
LOG0002765,USR02097,TOOL001,2023-04-11 00:00:00.000000,99.0,48.0,N/A,mobile,1,1522.0
LOG0009050,USR00744,TOOL004,2024-02-24 00:00:00.000000,110.0,45.0,N/A,Tablet,5,1558.0
LOG0003113,USR00503,TOOL005,2024-10-07 00:00:00.000000,-22.0,46.0,Productivity,N/A,3,6183.0
LOG0013618,USR01107,TOOL007,2024-12-23 00:00:00.000000,57.0,,text generation,N/A,3,2588.0
LOG0003024,USR00761,TOOL006,2023-06-25 00:00:00.000000,30.0,47.0,Image Generation,Mobile,-1,4818.0
LOG0014907,USR00515,TOOL012,2024-05-18 00:00:00.000000,-6.0,-1.0,Video Generation,Other,4,4081.0
LOG0018183,USR01971,TOOL003,2024-12-27 00:00:00.000000,47.0,14.0,Productivity,Tablet,4,3533.0
LOG0002409,USR00191,TOOL008,2023-02-19 00:00:00.000000,105.0,23.0,Other,Tablet,0,7341.0
LOG0002844,USR02371,TOOL001,2024-06-29 00:00:00.000000,83.0,36.0,N/A,,3,7800.0
LOG0010102,USR00068,TOOL007,2024-01-16 00:00:00.000000,17.0,12.0,Other,N/A,,5319.0
LOG0022379,USR01450,TOOL010,2024-03-13 00:00:00.000000,40.0,39.0,N/A,,5,1979.0
LOG0020912,USR01456,TOOL008,2024-11-21 00:00:00.000000,3.0,,text generation,DESKTOP,N/A,3072.0
LOG0021237,USR02192,TOOL003,2024-02-18 00:00:00.000000,48.0,35.0,Search & Research,mobile,1,2737.0
LOG0023483,USR02631,TOOL001,2024-03-25 00:00:00.000000,112.0,31.0,CODE ASSISTANT,N/A,6,1013.0
LOG0024577,USR99563,TOOL008,2023-11-27 00:00:00.000000,90.0,16.0,CODE ASSISTANT,tablet,0,7279.0
LOG0017772,USR00250,TOOL010,2023-05-12 00:00:00.000000,17.0,27.0,Image Generation,Desktop,0,4630.0
LOG0017489,USR00149,TOOL003,,115.0,8.0,text generation,mobile,4,5477.0
LOG0008353,USR01979,TOOL008,2024-02-14 00:00:00.000000,10.0,12.0,Search & Research,Mobile,,2962.0
LOG0023266,USR02327,TOOL010,2023-11-22 00:00:00.000000,78.0,6.0,text generation,Web Browser,3,7876.0
LOG0000734,USR00462,TOOL001,2024-03-25 00:00:00.000000,1166.0,27.0,Other,Desktop,,6169.0
LOG0009877,USR01839,TOOL006,2026-07-08 02:05:25.275003,,48.0,Code Assistant,DESKTOP,N/A,7701.0
LOG0022709,USR00528,TOOL007,2023-06-13 00:00:00.000000,2.0,,Text Generation,mobile,0,1148.0
LOG0013615,USR02130,TOOL002,2024-10-28 00:00:00.000000,55.0,41.0,Productivity,tablet,N/A,779.0
LOG0009792,USR02908,TOOL009,2023-06-25 00:00:00.000000,35.0,7.0,Video Generation,,4,1293.0
LOG0005151,USR02367,TOOL012,,11.0,24.0,N/A,Tablet,2,303.0
LOG0001438,USR00019,TOOL009,2024-04-03 00:00:00.000000,3585.0,19.0,Code Assistant,Desktop,3,7239.0
LOG0019777,USR02186,TOOL006,2024-03-10 00:00:00.000000,69.0,6.0,CODE ASSISTANT,DESKTOP,0,2890.0
LOG0010952,USR01445,TOOL003,2024-11-21 00:00:00.000000,120.0,14.0,Text Generation,Desktop,3,4019.0
LOG0013248,USR02597,TOOL010,2024-09-11 00:00:00.000000,7.0,50.0,N/A,DESKTOP,N/A,2337.0
LOG0007674,USR01493,TOOL010,2023-10-08 00:00:00.000000,116.0,22.0,CODE ASSISTANT,N/A,-1,2903.0
LOG0016516,USR01020,TOOL008,2026-06-27 02:05:25.326150,113.0,8.0,text generation,Other,6,6902.0
LOG0015957,USR01765,TOOL005,2024-02-24 00:00:00.000000,18.0,22.0,Text Generation,mobile,2,2007.0
LOG0004393,USR01365,TOOL428,,37.0,4.0,Other,,5,3311.0
LOG0021249,USR01484,TOOL002,2024-01-25 00:00:00.000000,2.0,25.0,,,-1,3783.0
LOG0016309,USR01059,TOOL007,2023-07-17 00:00:00.000000,93.0,13.0,Image Generation,Web Browser,0,7206.0
LOG0011495,USR02420,TOOL005,2024-03-03 00:00:00.000000,8122.0,26.0,Productivity,,2,3255.0
LOG0008803,USR00524,TOOL003,2024-05-26 00:00:00.000000,12.0,50.0,Image Generation,,N/A,4287.0
LOG0023079,USR01427,TOOL008,2024-06-29 00:00:00.000000,-6.0,9.0,Search & Research,mobile,1,447.0
LOG0001365,USR02939,TOOL010,2024-08-07 00:00:00.000000,12.0,32.0,Image Generation,Other,2,984.0
LOG0009520,USR02873,TOOL012,2023-04-17 00:00:00.000000,98.0,,Text Generation,,6,5743.0
LOG0004523,USR02778,TOOL009,2024-04-08 00:00:00.000000,51.0,32.0,Text Generation,Tablet,3,225.0
LOG0022231,USR00698,TOOL007,2024-07-21 00:00:00.000000,26.0,41.0,Code Assistant,mobile,1,6484.0
LOG0012796,USR00696,TOOL004,2024-02-07 00:00:00.000000,19.0,40.0,Productivity,N/A,0,5032.0
LOG0005420,USR02688,TOOL011,2024-08-13 00:00:00.000000,70.0,19.0,Other,Other,,6182.0
LOG0005293,USR00870,TOOL004,2023-04-22 00:00:00.000000,87.0,1.0,Image Generation,Other,1,6871.0
LOG0021097,USR02968,TOOL002,2024-06-18 00:00:00.000000,46.0,29.0,Productivity,tablet,0,2246.0
LOG0001564,USR01100,TOOL002,2024-08-20 00:00:00.000000,36.0,18.0,Other,tablet,2,3081.0
LOG0022170,USR01024,TOOL009,2024-02-22 00:00:00.000000,105.0,2.0,Other,mobile,2,573.0
LOG0004114,USR02981,TOOL009,2024-02-03 00:00:00.000000,68.0,5.0,Image Generation,Desktop,,1084.0
LOG0018518,USR00611,TOOL009,2023-03-29 00:00:00.000000,72.0,21.0,,DESKTOP,5,123.0
LOG0010941,USR00577,TOOL007,2024-05-30 00:00:00.000000,88.0,6.0,N/A,Web Browser,2,1037.0
LOG0014653,USR00923,TOOL006,2023-06-01 00:00:00.000000,51.0,46.0,Other,N/A,5,2632.0
LOG0007853,USR02973,TOOL314,2024-07-18 00:00:00.000000,106.0,46.0,text generation,Web Browser,3,5714.0
LOG0008974,USR02664,TOOL003,2023-01-31 00:00:00.000000,87.0,16.0,Image Generation,N/A,N/A,7898.0
LOG0002171,USR01961,TOOL006,2024-06-13 00:00:00.000000,100.0,37.0,Video Generation,Other,,6812.0
LOG0010063,USR02944,TOOL009,2023-12-13 00:00:00.000000,103.0,13.0,Image Generation,Tablet,0,4829.0
LOG0024216,USR01323,TOOL001,2023-10-28 00:00:00.000000,110.0,34.0,CODE ASSISTANT,,-1,6433.0
LOG0016250,USR00263,TOOL002,2024-10-15 00:00:00.000000,120.0,10.0,text generation,Tablet,1,1005.0
LOG0014969,USR00467,TOOL008,2024-07-03 00:00:00.000000,7411.0,1.0,Productivity,Desktop,3,6256.0
LOG0016846,USR00558,TOOL011,2023-06-13 00:00:00.000000,25.0,23.0,N/A,DESKTOP,3,2729.0
LOG0023525,USR02410,TOOL007,2023-07-19 00:00:00.000000,120.0,8.0,Image Generation,Other,0,2125.0
LOG0018770,USR02018,TOOL004,2024-03-12 00:00:00.000000,-8.0,31.0,Productivity,Mobile,0,4278.0
LOG0018894,USR00551,TOOL011,2023-02-27 00:00:00.000000,16.0,44.0,Productivity,Mobile,2,604.0
LOG0008383,USR01663,TOOL003,2024-09-20 00:00:00.000000,90.0,30.0,Code Assistant,Tablet,1,418.0
LOG0023096,USR01025,TOOL001,2026-08-20 02:05:25.375998,75.0,15.0,,tablet,4,5720.0
LOG0004343,USR01707,TOOL008,2024-02-22 00:00:00.000000,-23.0,,Code Assistant,tablet,0,224.0
LOG0017165,USR01857,TOOL011,2026-11-03 02:05:25.331183,38.0,35.0,Image Generation,Mobile,1,5626.0
LOG0009701,USR01660,TOOL771,2023-02-20 00:00:00.000000,70.0,48.0,N/A,Desktop,,239.0
LOG0007083,USR00958,TOOL003,2023-12-24 00:00:00.000000,94.0,20.0,Code Assistant,tablet,,6551.0
LOG0009434,USR00325,TOOL002,2023-10-01 00:00:00.000000,89.0,8.0,N/A,tablet,1,5704.0
LOG0007075,USR00664,TOOL003,2023-08-20 00:00:00.000000,20.0,32.0,Text Generation,Other,N/A,633.0
LOG0009322,USR02229,TOOL008,2023-09-04 00:00:00.000000,94.0,26.0,Video Generation,mobile,6,1620.0
LOG0018429,USR00765,TOOL001,2023-06-28 00:00:00.000000,1.0,44.0,Image Generation,N/A,-1,5498.0
LOG0014490,USR02675,TOOL004,2023-04-09 00:00:00.000000,11.0,24.0,Image Generation,Desktop,4,2080.0
LOG0023375,USR02698,TOOL004,2026-08-21 02:05:25.378045,83.0,29.0,N/A,N/A,N/A,3679.0
LOG0011330,USR00283,TOOL004,2024-12-01 00:00:00.000000,16.0,31.0,Image Generation,Desktop,5,7683.0
LOG0006068,USR00560,TOOL001,2023-12-11 00:00:00.000000,74.0,11.0,Productivity,DESKTOP,3,3946.0
LOG0004159,USR01145,TOOL003,2024-12-05 00:00:00.000000,16.0,46.0,Video Generation,tablet,2,6182.0
LOG0024452,USR02317,TOOL966,2024-11-04 00:00:00.000000,82.0,49.0,Code Assistant,tablet,5,7023.0
LOG0016919,USR01649,TOOL004,2024-10-06 00:00:00.000000,59.0,8.0,Search & Research,mobile,N/A,4284.0
LOG0023767,USR02595,TOOL001,2023-05-02 00:00:00.000000,103.0,40.0,Search & Research,tablet,,7272.0
LOG0018146,USR00640,TOOL011,2025-01-05 00:00:00.000000,16.0,28.0,Search & Research,,2,2735.0
LOG0002163,USR01472,TOOL011,2024-05-27 00:00:00.000000,60.0,38.0,Video Generation,Mobile,6,3055.0
LOG0020533,USR01196,TOOL003,2024-10-22 00:00:00.000000,108.0,10.0,Search & Research,Web Browser,3,2766.0
LOG0007108,USR00032,TOOL002,2023-04-30 00:00:00.000000,18.0,15.0,Image Generation,DESKTOP,2,890.0
LOG0015824,USR00736,TOOL001,2024-10-16 00:00:00.000000,108.0,39.0,Other,tablet,1,6796.0
LOG0000126,USR99889,TOOL009,2023-01-15 00:00:00.000000,41.0,27.0,Text Generation,N/A,1,3090.0
LOG0000681,USR01271,TOOL005,2024-09-30 00:00:00.000000,2.0,34.0,CODE ASSISTANT,Web Browser,3,4831.0
LOG0019282,USR01612,TOOL004,2023-04-24 00:00:00.000000,42.0,4.0,Code Assistant,Tablet,0,7406.0
LOG0005080,USR00734,TOOL002,2024-08-10 00:00:00.000000,-10.0,4.0,Search & Research,Desktop,0,1921.0
LOG0000416,USR00472,TOOL001,2024-11-04 00:00:00.000000,22.0,20.0,N/A,Mobile,-1,1073.0
LOG0019934,USR00156,TOOL010,2024-09-24 00:00:00.000000,79.0,32.0,Code Assistant,Other,-1,4057.0
LOG0017469,USR00300,TOOL003,2024-09-27 00:00:00.000000,35.0,24.0,N/A,tablet,0,2791.0
LOG0015118,USR02606,TOOL009,2024-01-11 00:00:00.000000,-25.0,29.0,Search & Research,tablet,N/A,6262.0
LOG0012465,USR02673,TOOL003,2024-12-14 00:00:00.000000,74.0,6.0,,Mobile,4,4559.0
LOG0010817,USR01041,TOOL009,2024-01-21 00:00:00.000000,9.0,12.0,Video Generation,DESKTOP,N/A,266.0
LOG0005655,USR02967,TOOL006,2023-03-26 00:00:00.000000,7529.0,43.0,Code Assistant,Other,5,466.0
LOG0009251,USR00812,TOOL003,2025-01-09 00:00:00.000000,109.0,21.0,,tablet,6,2638.0
LOG0012757,USR00095,TOOL010,2023-06-04 00:00:00.000000,22.0,19.0,Text Generation,Tablet,,2675.0
LOG0020944,USR01437,TOOL010,2025-01-03 00:00:00.000000,79.0,31.0,N/A,Desktop,6,215.0
LOG0011238,USR00201,TOOL004,2023-12-19 00:00:00.000000,79.0,2.0,Other,Tablet,2,3624.0
LOG0002125,USR02325,TOOL009,2024-06-22 00:00:00.000000,63.0,7.0,Other,N/A,1,971.0
LOG0017436,USR02946,TOOL010,2024-03-18 00:00:00.000000,44.0,33.0,,Web Browser,3,6753.0
LOG0004626,USR01621,TOOL001,2023-11-29 00:00:00.000000,-27.0,21.0,N/A,Tablet,-1,7486.0
LOG0001633,USR02321,TOOL009,2024-09-16 00:00:00.000000,84.0,36.0,N/A,Tablet,2,5768.0
LOG0011270,USR02167,TOOL007,2023-12-06 00:00:00.000000,102.0,49.0,Productivity,Tablet,2,4873.0
LOG0001553,USR00496,TOOL009,2023-07-07 00:00:00.000000,49.0,16.0,Other,N/A,3,434.0
LOG0001900,USR00388,TOOL007,2024-08-31 00:00:00.000000,56.0,46.0,Image Generation,mobile,4,4415.0
LOG0017665,USR00003,TOOL788,2024-12-14 00:00:00.000000,28.0,24.0,Image Generation,Desktop,,5485.0
LOG0004094,USR02104,TOOL002,2024-12-06 00:00:00.000000,17.0,37.0,Text Generation,DESKTOP,,7914.0
LOG0011150,USR02012,TOOL002,2023-08-21 00:00:00.000000,114.0,31.0,CODE ASSISTANT,Mobile,6,5165.0
LOG0004648,USR01081,TOOL007,2023-04-09 00:00:00.000000,-14.0,29.0,CODE ASSISTANT,Tablet,2,501.0
LOG0018934,USR00935,TOOL011,2026-11-08 02:05:25.344267,61.0,32.0,N/A,N/A,,3317.0
LOG0020706,USR01778,TOOL004,2026-06-18 02:05:25.357437,114.0,17.0,Code Assistant,Other,2,7395.0
LOG0009683,USR02520,TOOL612,2024-04-12 00:00:00.000000,68.0,36.0,CODE ASSISTANT,N/A,-1,4557.0
LOG0014369,USR00377,TOOL003,2023-09-18 00:00:00.000000,80.0,22.0,text generation,DESKTOP,N/A,1693.0
LOG0021302,USR01668,TOOL002,2023-12-27 00:00:00.000000,104.0,40.0,N/A,Mobile,5,6227.0
LOG0017304,USR00428,TOOL009,2024-10-04 00:00:00.000000,31.0,23.0,text generation,mobile,-1,3838.0
LOG0021288,USR00450,TOOL002,,,10.0,Image Generation,DESKTOP,2,7986.0
LOG0001972,USR02928,TOOL008,2026-05-19 02:05:25.219817,23.0,5.0,CODE ASSISTANT,mobile,3,7935.0
LOG0020416,USR02011,TOOL007,2023-01-06 00:00:00.000000,-17.0,4.0,,,6,7147.0
LOG0008873,USR02092,TOOL011,2024-04-08 00:00:00.000000,106.0,2.0,text generation,tablet,,104.0
LOG0021312,USR00103,TOOL003,2024-12-13 00:00:00.000000,6169.0,22.0,Productivity,,3,216.0
LOG0015861,USR01728,TOOL012,2023-03-02 00:00:00.000000,1.0,47.0,N/A,tablet,,2682.0
LOG0012424,USR01427,TOOL196,2023-04-17 00:00:00.000000,17.0,43.0,Image Generation,Tablet,0,2394.0
LOG0019854,USR00439,TOOL007,2023-02-12 00:00:00.000000,11.0,45.0,Code Assistant,Other,,6188.0
LOG0004303,USR02021,TOOL006,2024-11-02 00:00:00.000000,37.0,16.0,Image Generation,Other,,5062.0
LOG0007818,USR01848,TOOL005,2023-05-25 00:00:00.000000,100.0,7.0,Productivity,Desktop,4,1381.0
LOG0015565,USR02844,TOOL003,2024-01-18 00:00:00.000000,61.0,30.0,CODE ASSISTANT,Web Browser,6,2904.0
LOG0014687,USR00076,TOOL001,2023-11-02 00:00:00.000000,,47.0,Other,Web Browser,N/A,7063.0
LOG0010926,USR02960,TOOL008,2023-02-18 00:00:00.000000,22.0,37.0,text generation,,-1,3419.0
LOG0021673,USR02212,TOOL010,2023-05-16 00:00:00.000000,29.0,25.0,Productivity,Other,1,110.0
LOG0002631,USR01580,TOOL003,2024-04-25 00:00:00.000000,2.0,16.0,text generation,Mobile,0,314.0
LOG0012658,USR02411,TOOL011,2024-08-10 00:00:00.000000,14.0,10.0,,Other,3,
LOG0016202,USR00925,TOOL008,2024-04-29 00:00:00.000000,32.0,15.0,text generation,Desktop,,686.0
LOG0012662,USR02639,TOOL003,2023-02-03 00:00:00.000000,90.0,30.0,Productivity,Web Browser,4,4612.0
LOG0006480,USR99679,TOOL003,2024-09-15 00:00:00.000000,3.0,33.0,CODE ASSISTANT,Web Browser,1,281.0
LOG0011478,USR02564,TOOL002,2024-03-03 00:00:00.000000,37.0,40.0,text generation,Desktop,0,823.0
LOG0002444,USR02876,TOOL011,2023-06-10 00:00:00.000000,112.0,-2.0,,Desktop,1,2722.0
LOG0020864,USR02708,TOOL004,2024-10-26 00:00:00.000000,111.0,29.0,Image Generation,,6,5101.0
LOG0009078,USR00321,TOOL001,2023-10-04 00:00:00.000000,117.0,45.0,Code Assistant,tablet,3,2014.0
LOG0003807,USR00509,TOOL007,2023-04-26 00:00:00.000000,25.0,21.0,Search & Research,DESKTOP,N/A,1442.0
LOG0022424,USR00154,TOOL009,2023-08-21 00:00:00.000000,56.0,41.0,Productivity,N/A,0,6391.0
LOG0019957,USR01567,TOOL001,2024-12-03 00:00:00.000000,29.0,34.0,CODE ASSISTANT,Mobile,,4635.0
LOG0007498,USR00403,TOOL005,2024-12-23 00:00:00.000000,4.0,12.0,Code Assistant,N/A,1,7810.0
LOG0001173,USR02933,TOOL007,2024-08-15 00:00:00.000000,63.0,37.0,Productivity,Mobile,6,
LOG0013059,USR01697,TOOL003,2024-02-19 00:00:00.000000,35.0,44.0,Other,Desktop,-1,7591.0
LOG0004216,USR01245,TOOL006,2023-12-20 00:00:00.000000,,37.0,Image Generation,,3,5799.0
LOG0022308,USR02691,TOOL006,2023-07-07 00:00:00.000000,120.0,32.0,Text Generation,N/A,3,1298.0
LOG0001441,USR00549,TOOL012,2023-05-13 00:00:00.000000,33.0,45.0,Image Generation,,2,7002.0
LOG0002420,USR01279,TOOL012,2024-01-17 00:00:00.000000,49.0,33.0,Productivity,DESKTOP,1,6893.0
LOG0011988,USR02599,TOOL007,2023-05-09 00:00:00.000000,14.0,49.0,Code Assistant,Mobile,2,2580.0
LOG0010431,USR00996,TOOL004,2024-01-05 00:00:00.000000,103.0,37.0,Search & Research,Tablet,4,5330.0
LOG0014136,USR01823,TOOL003,2023-06-30 00:00:00.000000,106.0,4.0,N/A,N/A,N/A,2204.0
LOG0015784,USR01411,TOOL009,2023-05-23 00:00:00.000000,26.0,26.0,Video Generation,tablet,3,5481.0
